Data Source: 2024 Dataset (released November 2025),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility name,TRI ID,Address,City,County,State,Zip Code,Year,Chemical,CAS,Federal (F) or Commercial (C),Form Type (Form R or A),Industry,Fugitive Air,Stack Air,Total Air,Surface Water Discharge,Underground Injection,Land Disposal,Total on-site release,Off-site release,Total on- and off-site releases,Transfer to recycling,Transfer to energy recovery,Transfer to treatment,Transfer to POTWs,Other off-site transfer,Total transfers off-site for waste management,Recycled on-site,Recycled off-site,Energy recovery on-site,Energy recovery off-site,Treated on-site,Treated off-site,Quantity released on- and off-site,Total production-related waste managed,Non production-related waste managed
USS-CLAIRTON PLANT,15025SSCLR400ST,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,'15025',1993,Benzene,'0000071432',C,R,NAICS 331 - Primary Metals,6700,43000,49700,6,0,0,49706,.,49706,459,.,850,0,.,1309,8900,460,0,0,590,850,47000,57800,2500
USS-CLAIRTON PLANT,15025SSCLR400ST,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,'15025',1993,Chlorine,'0007782505',C,R,NAICS 331 - Primary Metals,0,0,0,0,0,0,0,.,0,.,.,.,0,.,0,0,0,0,0,0,0,0,0,0
USS-CLAIRTON PLANT,15025SSCLR400ST,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,'15025',1993,Cyanide compounds,'N106',C,R,NAICS 331 - Primary Metals,630,2100,2730,24000,0,0,26730,6,26736,.,.,.,0,6,88000,0,0,0,3400000,0,27000,3515000,0,
USS-CLAIRTON PLANT,15025SSCLR400ST,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,'15025',1993,Ethylbenzene,'0000100414',C,R,NAICS 331 - Primary Metals,290,570,860,0,0,0,860,.,860,.,.,.,0,.,0,0,0,0,0,98,0,610,708,250
USS-CLAIRTON PLANT,15025SSCLR400ST,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,'15025',1993,Ethylene,'0000074851',C,R,NAICS 331 - Primary Metals,6600,160,6760,0,0,0,6760,.,6760,.,.,.,0,.,0,0,0,0,0,0,0,6800,6800,0
USS-CLAIRTON PLANT,15025SSCLR400ST,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,'15025',1993,Methanol,'0000067561',C,R,NAICS 331 - Primary Metals,410,0,410,0,0,0,410,.,410,.,.,.,0,.,0,0,0,0,0,0,0,410,410,0
USS-CLAIRTON PLANT,15025SSCLR400ST,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,'15025',1993,Naphthalene,'0000091203',C,R,NAICS 331 - Primary Metals,5300,1200,6500,8,0,0,6508,.,6508,.,.,.,0,.,0,0,0,0,0,2200,0,5700,7900,780
USS-CLAIRTON PLANT,15025SSCLR400ST,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,'15025',1993,Phenol,'0000108952',C,R,NAICS 331 - Primary Metals,4500,270,4770,1200,0,0,5970,50,6020,.,.,.,0,50,50,0,0,0,2800000,0,5900,2805950,125,
USS-CLAIRTON PLANT,15025SSCLR400ST,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,'15025',1993,Phosphoric acid,'0007664382',C,R,NAICS 331 - Primary Metals,0,0,0,0,0,0,0,.,0,.,.,.,0,.,0,0,0,0,0,0,0,0,0,0
USS-CLAIRTON PLANT,15025SSCLR400ST,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,'15025',1993,Propylene,'0000115071',C,R,NAICS 331 - Primary Metals,1100,26,1126,0,0,0,1126,.,1126,.,.,.,0,.,0,0,0,0,0,0,0,1100,1100,0
USS-CLAIRTON PLANT,15025SSCLR400ST,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,'15025',1993,"Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",'0007664939',C,R,NAICS 331 - Primary Metals,0,0,0,0,0,0,0,.,0,.,.,.,0,.,0,0,0,0,0,0,0,0,0,0
USS-CLAIRTON PLANT,15025SSCLR400ST,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,'15025',1993,Toluene,'0000108883',C,R,NAICS 331 - Primary Metals,1900,7500,9400,0,0,0,9400,.,9400,.,.,.,0,.,0,0,0,0,0,200,0,8100,8300,1300
USS-CLAIRTON PLANT,15025SSCLR400ST,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,'15025',1993,Xylene (mixed isomers),'0001330207',C,R,NAICS 331 - Primary Metals,800,2800,3600,0,0,0,3600,.,3600,.,.,.,0,.,0,0,0,0,0,110,0,3000,3110,580
USS-CLAIRTON PLANT,15025SSCLR400ST,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,'15025',1994,Ammonia,'0007664417',C,R,NAICS 331 - Primary Metals,7300,17000,24300,2600,0,0,26900,120,27020,.,.,.,0,120,110000,0,0,0,14000000,0,27000,14137000,0,
USS-CLAIRTON PLANT,15025SSCLR400ST,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,'15025',1994,Anthracene,'0000120127',C,R,NAICS 331 - Primary Metals,490,0,490,0,0,0,490,.,490,.,.,.,0,.,0,0,0,0,0,3000,0,490,3490,0
USS-CLAIRTON PLANT,15025SSCLR400ST,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,'15025',1994,Benzene,'0000071432',C,R,NAICS 331 - Primary Metals,6400,46000,52400,28,0,0,52428,29,52457,230,.,.,0,259,7500,0,0,0,620,0,51000,59120,1500,
USS-CLAIRTON PLANT,15025SSCLR400ST,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,'15025',1994,Cresol (mixed isomers),'0001319773',C,R,NAICS 331 - Primary Metals,490,0,490,0,0,0,490,.,490,.,.,.,0,.,0,0,0,0,0,0,0,490,490,0
USS-CLAIRTON PLANT,15025SSCLR400ST,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,'15025',1994,Cyanide compounds,'N106',C,R,NAICS 331 - Primary Metals,640,2300,2940,23000,0,0,25940,73391,99331,.,.,.,0,73391,81000,0,0,0,2900000,0,26000,3007000,73000,
USS-CLAIRTON PLANT,15025SSCLR400ST,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,'15025',1994,Ethylbenzene,'0000100414',C,R,NAICS 331 - Primary Metals,180,610,790,0,0,0,790,.,790,.,.,.,0,.,0,0,0,0,0,100,0,790,890,120
USS-CLAIRTON PLANT,15025SSCLR400ST,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,'15025',1994,Ethylene,'0000074851',C,R,NAICS 331 - Primary Metals,7600,480,8080,0,0,0,8080,.,8080,.,.,.,0,.,0,0,0,0,0,0,0,8100,8100,0
USS-CLAIRTON PLANT,15025SSCLR400ST,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,'15025',1994,Methanol,'0000067561',C,R,NAICS 331 - Primary Metals,860,0,860,0,0,0,860,.,860,.,.,.,0,.,0,0,0,0,0,0,0,860,860,0
USS-CLAIRTON PLANT,15025SSCLR400ST,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,'15025',1994,Naphthalene,'0000091203',C,R,NAICS 331 - Primary Metals,5200,1300,6500,20,0,0,6520,33010,39530,.,.,.,0,33010,0,0,0,0,2300,0,6100,8400,33000,
USS-CLAIRTON PLANT,15025SSCLR400ST,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,'15025',1994,Phenol,'0000108952',C,R,NAICS 331 - Primary Metals,4500,290,4790,1200,0,0,5990,.,5990,.,.,.,0,.,0,42,0,0,0,2900000,0,6000,2906042,61
USS-CLAIRTON PLANT,15025SSCLR400ST,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,'15025',1994,Phosphoric acid,'0007664382',C,R,NAICS 331 - Primary Metals,0,0,0,0,0,0,0,.,0,.,.,.,0,.,0,0,0,0,0,0,0,0,0,0
USS-CLAIRTON PLANT,15025SSCLR400ST,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,'15025',1994,Propylene,'0000115071',C,R,NAICS 331 - Primary Metals,1200,78,1278,0,0,0,1278,.,1278,.,.,.,0,.,0,0,0,0,0,0,0,1300,1300,0
USS-CLAIRTON PLANT,15025SSCLR400ST,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,'15025',1994,Pyridine,'0000110861',C,R,NAICS 331 - Primary Metals,44,0,44,0,0,0,44,.,44,.,.,.,0,.,0,0,0,0,0,0,0,44,44,0
